Gender,Age,University,Degree_level,Degree_major,Academic_year,CGPA,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities
Male,19,VDIT,Undergraduate,Computer Science,4th year,5.13,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,2nd year,7.58,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.88,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,2nd year,7.41,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.6,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,3rd year,6.24,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.82,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.68,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.12,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.02,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,4th year,6.36,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,1st year,5.93,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.05,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,5.76,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,2nd year,7.33,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,3rd year,8.82,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,7.61,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,3rd year,7.47,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,1st year,5.71,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.44,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,4th year,8.01,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,8.28,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.91,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,1st year,8.53,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,5.11,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.16,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,4th year,7.91,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.28,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.87,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,2nd year,8.18,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.36,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,3rd year,8.99,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,5.99,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,5.29,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.75,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,1st year,8.15,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.05,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,7.56,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.63,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.68,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,6.25,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,3rd year,8.61,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,2nd year,7.85,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,1st year,6.88,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,4th year,7.55,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,3rd year,7.57,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.47,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,4th year,5.45,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,6.53,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,2nd year,8.2,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.84,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,2nd year,8.25,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.56,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,5.84,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.05,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.99,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,2nd year,6.96,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,8.91,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.41,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,6.56,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.98,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.91,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.76,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,2nd year,5.33,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,8.18,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.53,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,8.54,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,6.4,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.06,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.03,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,8.02,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,7.03,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,5.71,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,1st year,8.03,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,4th year,7.44,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,8.09,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.47,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,6.31,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,4th year,6.3,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,4th year,8.67,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.36,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,1st year,7.5,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,8.7,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.13,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,2nd year,8.79,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,6.28,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,7.09,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,7.69,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.48,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,5.66,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,2nd year,8.85,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.04,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,5.51,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,2nd year,5.91,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,6.9,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.28,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,6.6,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,7.02,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.91,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,4th year,5.21,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.5,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,5.51,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,1st year,7.6,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,1st year,8.1,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,3rd year,7.69,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.84,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,2nd year,6.97,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,1st year,5.76,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,2nd year,5.84,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.76,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,3rd year,6.79,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,1st year,8.88,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,6.11,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,7.46,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,7.22,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,8.76,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,4th year,6.48,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,2nd year,8.79,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.58,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.4,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.87,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.09,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.58,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,2nd year,8.99,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.57,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.72,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,4th year,5.98,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.62,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,6.18,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,4th year,8.7,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.57,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.1,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,4th year,8.16,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,1st year,6.94,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,3rd year,7.15,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,5.52,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,1st year,8.06,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.86,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.41,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,6.53,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,6,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,7.32,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,2nd year,6.08,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.91,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,2nd year,6.95,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,7.55,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,2nd year,6.33,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,6.89,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.77,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,8.57,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.69,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,6.43,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,8.63,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,4th year,8.47,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,5.53,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,2nd year,8.14,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.6,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,5.52,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,7.76,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.39,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.63,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,2nd year,7.56,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,4th year,7.58,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,5.18,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,3rd year,6.72,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,8,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.61,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,5.69,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,8.18,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,2nd year,7.63,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.65,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,8.16,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,1st year,5.71,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.76,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,3rd year,8.58,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,2nd year,7.39,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,3rd year,6.51,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,7.32,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,7.47,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.83,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,3rd year,8.35,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.78,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,5.3,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,7.58,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,2nd year,7.1,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,1st year,7.59,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,4th year,8.56,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,2nd year,8.35,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.3,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,4th year,6,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,4th year,6.02,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,2nd year,5.92,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,5.68,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.32,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.91,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,6.83,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,2nd year,7.51,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,6.27,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.77,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,3rd year,5.81,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,2nd year,6.72,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,2nd year,8.28,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.93,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,5.83,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.41,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,6.56,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,2nd year,7.55,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,4th year,5.51,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,5.93,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.91,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,5.7,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,6.4,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,6.11,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,5.66,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.81,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.15,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,2nd year,7.25,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,4th year,5.85,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.9,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,4th year,7.47,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,2nd year,7.12,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,6.42,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,8.27,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,4th year,8.9,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,2nd year,7.14,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,2nd year,8.25,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,8.52,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,8.48,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.21,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,7.52,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,4th year,8.61,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,3rd year,6.14,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,5.57,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,1st year,8.77,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.27,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,7.51,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,9,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,1st year,8.64,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,5.98,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,4th year,8.42,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.67,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,8.18,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,7.48,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,6.97,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,1st year,7,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,1st year,6.17,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.8,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.42,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,6.65,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.34,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,4th year,7.53,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,4th year,7.7,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,1st year,7.56,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.63,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,7.62,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,2nd year,5.41,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,6.51,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,7.2,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.9,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.63,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,1st year,6.79,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.41,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,2nd year,7.93,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.57,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,5.87,Off-Campus,,,,,,,,,,,
