Gender,Age,University,Degree_level,Degree_major,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities,Hours Studied,Previous Scores,Extracurricular Activities,Performance Index,Sample Question Papers Practiced,CGPA,Semester,AttendaceRate,PartTimeJob,Screen_Time,Caffeine_Intake,Sleep_Quality,Mothers_Job,Fathers_job,Reason_to_Join_Domain,traveltime,studytime,Backlogs,Financial Condition,Internet Type,Network Type,Device,Adaptivity Level,Parental_Involvement,Access_to_Resources,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Parental_Education_Level,Distance_from_Home
Female,23,VTU,Undergraduate,Data SCience,Off-Campus,No sports,7-8 hrs,2,5,2,2,4,4,3,4,"Religious Activities, Social Connections, Online Entertainment",2,45,No,18,4,5.63,7th sem,0.5127,Yes,2.28,5,4,other,other,course,3,2,1,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Low,Yes,Low,Negative,High School,Far
Female,26,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,2,2,2,4,5,2,4,3,"Gaming , Online Entertainment ",8,85,No,84,8,9.18,7th sem,0.882,No,2.71,0,4,other,other,reputation,1,1,0,Mid,Wifi,4G,Mobile,Moderate,High,High,Medium,Yes,Low,Neutral,College,Near
Female,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,4-6 hrs,3,4,3,1,3,5,4,2,"Religious Activities, Social Connections, Online Entertainment",3,82,Yes,59,0,6.17,7th sem,0.8861,No,2.95,3,4,at_home,services,course,1,2,0,Mid,Wifi,4G,Mobile,High,Medium,Medium,Medium,Yes,High,Negative,High School,Moderate
Male,24,VDIT,Undergraduate,Computer Science,Off-Campus,7+ times,6-7 hrs,4,4,2,2,5,3,5,2,"Gaming , Online Entertainment ",5,43,Yes,29,9,9.06,7th sem,0.8341,No,1.73,3,2,services,services,home,1,4,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,High,Medium,Yes,Low,Neutral,High School,Moderate
Male,24,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,1,4,5,3,4,3,4,4,Sleep,6,95,Yes,84,9,6.26,7th sem,0.9898,Yes,2.79,3,8,other,health,course,2,2,0,Mid,Wifi,4G,Computer,Moderate,Medium,Medium,Medium,No,High,Positive,High School,Moderate
Female,25,KLS,Undergraduate,Computer Science,Off-Campus,4-6 times,6-7 hrs,5,5,4,5,3,5,3,5,Sports and Fitness ,6,68,No,60,7,9.12,7th sem,0.7925,Yes,2.07,2,3,health,other,course,1,1,0,Poor,Wifi,2G,Tab,Low,Low,Low,High,Yes,Low,Neutral,High School,Near
Male,24,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,4-5 hrs,4,5,2,3,3,2,1,2,"Religious Activities, Social Connections, Online Entertainment",4,98,No,78,2,9.53,7th sem,0.8796,No,2.84,5,7,other,other,home,1,2,0,Mid,Wifi,4G,Mobile,Low,High,Medium,Low,Yes,High,Neutral,Postgraduate,Near
Male,24,KLS,Undergraduate,Computer Science,Off-Campus,7+ times,4-6 hrs,3,3,3,3,2,5,2,3,"Gaming , Online Entertainment ",3,64,Yes,46,7,7.86,7th sem,0.7156,No,1.87,0,5,services,services,home,1,1,0,Poor,Wifi,3G,Mobile,Low,High,Low,High,Yes,Low,Positive,High School,Moderate
Female,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,5,4,2,2,4,3,3,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",4,48,No,31,4,7.61,7th sem,0.7446,No,2.66,1,7,other,other,home,1,2,0,Mid,Wifi,4G,Mobile,Moderate,High,Medium,Medium,Yes,Low,Neutral,High School,Moderate
Male,24,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,2,4,4,1,1,5,1,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",1,95,No,68,1,5.79,7th sem,0.6956,No,3.16,3,2,at_home,other,course,1,2,2,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Low,Yes,Medium,Neutral,High School,Near
Female,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,4-6 times,6-7 hrs,5,3,5,1,2,5,4,5,Sleep,4,42,Yes,25,8,8.21,7th sem,0.7962,No,1.47,5,3,teacher,teacher,course,1,1,0,Mid,Wifi,4G,Mobile,Low,Low,Medium,Medium,Yes,Low,Negative,Postgraduate,Near
Male,23,VTU,Undergraduate,Data SCience,Off-Campus,1-3 times,6-7 hrs,5,5,5,2,4,5,1,4,"Religious Activities, Social Connections, Online Entertainment",1,65,No,37,3,6.35,7th sem,0.7118,No,1.7,5,6,other,other,course,2,3,0,Poor,Mobile Data,3G,Mobile,Low,Medium,Medium,Medium,Yes,Medium,Negative,College,Near
Male,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,4-6 hrs,1,2,2,1,3,1,2,2,Sleep,1,87,Yes,62,6,7.33,7th sem,0.8585,No,1.51,4,4,services,teacher,course,2,3,0,Mid,Wifi,4G,Mobile,Moderate,Medium,High,Medium,Yes,Medium,Neutral,College,Far
Female,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,7-8 hrs,2,3,3,1,3,5,3,2,Sleep,6,82,No,69,7,8.7,7th sem,0.5179,No,1.18,3,7,services,other,reputation,1,2,3,Mid,Wifi,4G,Computer,Moderate,High,Medium,Low,No,High,Positive,Postgraduate,Near
Male,23,VTU,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,1,4,3,2,5,1,1,1,Nothing ,5,66,Yes,50,6,9.65,7th sem,0.5442,No,2.77,4,2,other,other,course,3,1,0,Mid,Mobile Data,3G,Mobile,Moderate,Low,High,Medium,Yes,High,Neutral,College,Near
Male,23,VTU,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,1,4,5,2,2,2,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",4,75,No,55,5,7.9,7th sem,0.7493,No,2.18,3,10,at_home,other,course,3,1,0,Mid,Mobile Data,4G,Mobile,Low,Low,Low,Low,Yes,Medium,Positive,High School,Moderate
Male,24,VTU,Undergraduate,Data SCience,On-Campus,No sports,4-6 hrs,3,5,4,5,3,1,5,5,Sports and Fitness ,3,71,Yes,54,6,9.13,7th sem,0.8866,No,3.03,4,8,other,other,course,1,1,0,Mid,Wifi,4G,Computer,Moderate,High,Medium,Low,Yes,Low,Neutral,High School,Near
Male,23,VTU,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,5,4,4,5,4,5,3,3,Nothing ,1,40,No,12,3,5.92,7th sem,0.53,No,1.12,1,6,services,other,course,1,1,0,Poor,Mobile Data,4G,Mobile,Low,Medium,Medium,High,Yes,Low,Positive,,Far
Female,23,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,2,2,2,1,3,5,1,5,Nothing ,6,96,No,88,9,9.43,7th sem,0.6167,Yes,1.87,4,3,at_home,other,course,4,1,0,Mid,Wifi,4G,Computer,Moderate,Medium,High,Medium,Yes,Low,Neutral,High School,Near
Female,23,VDIT,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,4,5,2,2,1,2,5,1,Sleep,2,92,No,69,0,6.88,7th sem,0.8696,Yes,2.06,5,4,other,other,home,1,1,1,Mid,Wifi,4G,Mobile,Low,High,Medium,Medium,Yes,Low,Neutral,High School,Near
Male,26,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,7-8 hrs,4,5,2,2,4,1,1,2,Sleep,8,93,No,88,4,8.21,7th sem,0.5055,No,1.1,1,2,at_home,teacher,course,4,2,0,Mid,Mobile Data,3G,Mobile,Moderate,Low,Medium,Medium,Yes,High,Positive,Postgraduate,Near
Male,23,KLS,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,1,3,2,4,5,4,2,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",5,55,No,41,7,9.39,7th sem,0.8122,No,2.81,0,2,services,at_home,course,1,3,0,Rich,Wifi,4G,Mobile,High,High,Low,High,Yes,Low,Positive,,Near
Female,23,KLS,Undergraduate,Computer Science,Off-Campus,4-6 times,4-6 hrs,2,2,3,5,2,5,3,3,Sleep,7,90,Yes,83,9,5.46,7th sem,0.733,Yes,1.87,1,8,at_home,other,course,3,2,0,Mid,Wifi,4G,Computer,Moderate,Medium,Medium,Medium,Yes,Medium,Positive,Postgraduate,Near
Female,23,KLS,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,5,2,3,3,2,1,5,4,"Religious Activities, Social Connections, Online Entertainment",2,87,Yes,62,5,7.72,7th sem,0.8096,No,1.31,5,10,at_home,other,course,4,2,0,Poor,Mobile Data,4G,Mobile,Low,Low,Medium,Medium,Yes,High,Neutral,College,Near
Male,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,6-7 hrs,1,2,5,2,5,3,2,1,"Gaming , Sleep ",8,50,Yes,45,4,8.96,7th sem,0.7644,No,3.1,2,7,services,services,course,2,1,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Medium,Yes,Low,Positive,High School,Near
Male,23,VDIT,Undergraduate,Data SCience,On-Campus,7+ times,4-5 hrs,2,2,5,4,1,2,1,3,Sleep,2,65,No,42,1,6.65,7th sem,0.5775,No,2.03,2,7,other,services,course,1,3,0,Mid,Mobile Data,3G,Mobile,Low,Low,Medium,Low,Yes,Medium,Neutral,High School,Moderate
Male,24,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,6-7 hrs,2,2,3,2,5,1,2,3,Sleep,4,79,Yes,65,9,7.21,7th sem,0.7309,No,3.16,2,7,other,services,reputation,2,1,0,Mid,Mobile Data,3G,Mobile,Low,Medium,Low,Medium,No,Medium,Neutral,High School,Near
Female,26,VTU,Undergraduate,Data SCience,Off-Campus,7+ times,6-7 hrs,2,4,4,3,1,1,3,5,Sleep,1,94,No,73,4,6.99,7th sem,0.6872,No,2.61,0,5,other,other,course,2,1,0,Mid,Mobile Data,4G,Mobile,Low,Medium,Medium,Medium,Yes,High,Neutral,Postgraduate,Far
Male,25,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,6-7 hrs,3,5,2,5,4,1,4,1,Sports and Fitness ,5,40,No,23,9,6.82,7th sem,0.6657,No,1.04,5,9,services,other,course,1,2,2,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Low,Medium,Yes,Low,Positive,Postgraduate,Moderate
Female,23,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,3,3,2,1,2,3,1,1,Sleep,9,65,Yes,61,2,6.47,7th sem,0.6874,No,1.07,3,3,teacher,teacher,course,2,1,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,High,Medium,Yes,Medium,Positive,High School,Near
Female,24,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,4-5 hrs,3,3,3,4,5,5,5,2,"Gaming , Sleep ",1,67,Yes,41,1,8.93,7th sem,0.9148,Yes,2.76,0,8,other,other,course,3,1,1,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,High,Yes,Medium,Positive,High School,Near
Female,24,KLS,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,3,3,5,3,5,4,2,3,"Gaming , Sleep ",9,92,No,85,2,6.36,7th sem,0.8574,No,2.94,4,6,teacher,services,course,2,4,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,Medium,High,Yes,Medium,Positive,College,Near
Female,24,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-5 hrs,2,5,3,4,5,5,1,5,Religious Activities,8,97,No,93,3,7.27,7th sem,0.9769,No,1.9,0,3,services,services,home,1,2,0,Mid,Wifi,4G,Computer,Moderate,High,Medium,Low,Yes,Medium,Positive,High School,Near
Male,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,5-6 hrs,1,2,2,3,2,1,5,3,Sleep,6,48,Yes,35,1,7.8,7th sem,0.5388,No,1.67,4,8,services,services,course,1,3,0,Mid,Wifi,4G,Computer,Moderate,High,High,Low,Yes,Medium,Neutral,High School,Near
Male,23,VTU,Undergraduate,Computer Science,On-Campus,No sports,4-5 hrs,1,2,3,4,1,4,3,2,"Gaming , Online Entertainment ",7,99,Yes,92,3,5.5,7th sem,0.7425,No,2.08,2,1,services,services,reputation,2,1,0,Mid,Wifi,4G,Mobile,Moderate,Low,Low,Medium,Yes,Medium,Neutral,High School,Near
Male,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,7-8 hrs,2,2,5,3,4,3,1,5,Social Connections ,3,98,No,79,3,7.28,7th sem,0.6022,No,3.12,4,10,teacher,services,course,1,3,0,Mid,Wifi,4G,Computer,Low,Medium,Medium,Medium,Yes,High,Neutral,High School,Moderate
Female,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,7+ times,7-8 hrs,5,4,2,4,1,4,3,3,"Gaming , Online Entertainment ",1,83,No,57,5,6.8,7th sem,0.5267,Yes,3.16,1,6,at_home,at_home,course,1,1,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Medium,Yes,Low,Positive,High School,Near
Female,26,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,6-7 hrs,1,3,3,3,1,4,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",5,61,Yes,49,4,6.99,7th sem,0.777,No,2.42,1,9,other,other,home,1,1,0,Mid,Mobile Data,3G,Mobile,Low,Low,Medium,High,Yes,Low,Neutral,College,Near
Male,23,VTU,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,1,5,3,5,1,5,1,1,Social Connections ,2,47,No,28,6,8.25,7th sem,0.6097,No,2.42,5,3,other,services,course,1,2,0,Mid,Mobile Data,3G,Mobile,Low,Medium,Low,Low,Yes,Low,Positive,High School,Near
Female,23,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,5,3,5,3,1,4,3,5,Sleep,5,97,No,85,6,6.56,7th sem,0.8151,No,1.98,1,3,at_home,other,home,2,1,0,Rich,Wifi,4G,Mobile,Moderate,Medium,Medium,Low,Yes,Low,Positive,,Moderate
Male,24,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,4-6 times,7-8 hrs,3,5,3,5,3,2,3,3,Nothing ,8,88,Yes,82,2,5.96,7th sem,0.8773,No,1.14,3,2,health,services,home,1,2,1,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Low,Yes,High,Negative,High School,Near
Female,24,KLS,Undergraduate,Computer Science,On-Campus,7+ times,6-7 hrs,2,2,2,3,4,5,3,5,Sleep,9,81,Yes,80,8,9,7th sem,0.8636,Yes,2.53,5,6,at_home,other,course,1,2,0,Mid,Wifi,4G,Tab,Moderate,Low,Low,Medium,Yes,Medium,Negative,High School,Moderate
Female,23,VDIT,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,2,4,2,1,1,2,3,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",2,66,No,41,6,5.37,7th sem,0.6898,Yes,3.45,3,3,at_home,services,course,1,2,0,Mid,Wifi,4G,Computer,Moderate,High,Medium,Medium,Yes,High,Negative,College,Near
Female,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,4-5 hrs,1,2,5,4,4,5,5,2,Sleep,3,78,No,57,6,5.67,7th sem,0.646,No,1.06,4,7,teacher,teacher,course,1,1,0,Rich,Wifi,4G,Computer,High,Medium,High,Low,No,High,Positive,College,Far
Male,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,6-7 hrs,4,2,4,5,4,4,5,1,Sleep,3,58,Yes,41,1,8.98,7th sem,0.6317,Yes,1.32,1,10,services,other,course,4,1,0,Mid,Wifi,4G,Mobile,Moderate,Medium,High,Medium,Yes,Low,Neutral,High School,Near
Male,24,KLS,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,5,3,2,5,3,4,1,5,"Religious Activities, Social Connections, Online Entertainment",1,64,No,43,9,5.63,7th sem,0.5213,Yes,2.83,3,3,other,other,course,1,1,2,Mid,Wifi,4G,Mobile,Moderate,High,Medium,Medium,Yes,Medium,Positive,Postgraduate,Far
Male,23,KLS,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,5,4,3,3,3,4,1,1,Social Connections ,8,77,Yes,73,2,5.64,7th sem,0.6785,No,2.77,2,8,at_home,other,course,1,1,1,Mid,Mobile Data,3G,Mobile,Low,High,Medium,Low,Yes,Low,Negative,College,Moderate
Female,23,VTU,Undergraduate,Computer Science,On-Campus,7+ times,6-7 hrs,5,4,2,1,3,2,5,1,"Gaming , Sleep ",6,60,No,46,2,6.56,7th sem,0.6021,No,3.01,2,10,services,services,reputation,2,3,0,Rich,Mobile Data,3G,Mobile,High,Medium,Medium,Low,No,High,Neutral,High School,Near
Female,23,KLS,Undergraduate,Data SCience,Off-Campus,4-6 times,6-7 hrs,4,4,5,2,3,2,4,2,Social Connections ,8,63,Yes,61,5,7.68,7th sem,0.883,No,1.76,4,10,services,at_home,home,1,1,0,Mid,Mobile Data,3G,Mobile,Low,High,Medium,High,Yes,Medium,Neutral,High School,Near
Male,23,VTU,Undergraduate,Computer Science,Off-Campus,4-6 times,4-5 hrs,1,5,4,4,1,2,1,2,Sports and Fitness ,9,63,No,61,3,7.48,7th sem,0.9314,No,2.39,1,3,other,teacher,course,1,1,0,Rich,Mobile Data,4G,Mobile,Moderate,Medium,Medium,High,Yes,Low,Positive,High School,Near
Male,26,VTU,Undergraduate,Computer Science,On-Campus,No sports,4-5 hrs,3,3,5,2,4,1,5,4,Religious Activities,5,99,No,87,3,6.9,7th sem,0.8258,Yes,1.93,5,5,at_home,services,course,1,2,0,Poor,Mobile Data,3G,Mobile,Low,Medium,High,Low,Yes,Low,Positive,College,Far
Female,24,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,6-7 hrs,4,4,4,3,1,4,4,3,Sports and Fitness ,3,99,No,78,0,8.67,7th sem,0.6794,No,2.35,5,3,other,other,reputation,1,1,3,Mid,Mobile Data,4G,Mobile,Low,Medium,Low,Low,Yes,Medium,Neutral,Postgraduate,Moderate
Male,23,VDIT,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,5,3,5,5,1,5,4,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",5,58,Yes,43,5,6.07,7th sem,0.9552,No,3.3,1,10,at_home,other,course,3,1,3,Poor,Mobile Data,3G,Mobile,Low,High,Low,Medium,Yes,Low,Neutral,College,Near
Female,26,KLS,Undergraduate,Data SCience,On-Campus,No sports,5-6 hrs,4,4,4,5,4,4,3,3,"Religious Activities, Social Connections, Online Entertainment",5,89,Yes,75,7,9.55,7th sem,0.6615,No,1.54,0,8,at_home,other,course,3,1,0,Poor,Mobile Data,4G,Mobile,Moderate,Medium,Medium,Medium,Yes,Medium,Negative,High School,Near
Male,24,KLS,Undergraduate,Data SCience,On-Campus,1-3 times,4-6 hrs,4,2,5,4,3,1,3,4,"Gaming , Sleep ",5,86,Yes,72,7,6.6,7th sem,0.5681,No,2.23,0,8,other,services,course,1,2,1,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Medium,Yes,Low,Positive,High School,Near
Female,25,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,7-8 hrs,1,3,2,4,1,1,3,5,Social Connections ,3,41,No,18,7,8.43,7th sem,0.5435,No,1.73,3,3,health,services,course,2,1,2,Mid,Mobile Data,4G,Mobile,High,Medium,High,Medium,Yes,Medium,Negative,College,Moderate
Male,23,VTU,Undergraduate,Data SCience,On-Campus,No sports,5-6 hrs,4,5,4,4,1,3,3,4,Social Connections ,4,53,No,36,4,9.36,7th sem,0.8315,No,1.3,0,3,at_home,other,course,2,1,1,Mid,Wifi,4G,Tab,Moderate,Medium,High,Medium,Yes,Low,Negative,College,Moderate
Male,26,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,5-6 hrs,2,3,2,4,5,5,3,1,"Gaming , Sleep ",9,92,Yes,92,9,6.65,7th sem,0.6997,No,3.36,5,6,other,other,course,2,2,2,Mid,Mobile Data,3G,Mobile,Low,Medium,Medium,High,Yes,Medium,Neutral,Postgraduate,Near
Male,25,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,7-8 hrs,3,4,4,5,4,2,5,5,Sleep,9,71,Yes,71,5,8.78,7th sem,0.6709,No,1.42,3,6,other,other,course,2,1,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Medium,Yes,Low,Neutral,High School,Near
Male,24,VTU,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,5,3,3,1,2,2,3,3,"Gaming , Online Entertainment ",2,81,No,58,4,5.81,7th sem,0.8253,No,2.84,3,9,at_home,services,course,1,1,1,Mid,Wifi,4G,Computer,Moderate,Low,Medium,Low,Yes,Medium,Positive,Postgraduate,Near
Male,23,VDIT,Undergraduate,Data SCience,On-Campus,No sports,5-6 hrs,3,3,2,5,1,3,1,1,Sleep,8,71,No,69,3,6.25,7th sem,0.5488,Yes,1.95,0,3,other,services,course,4,2,0,Mid,Wifi,4G,Computer,Moderate,Medium,Medium,Medium,Yes,Medium,Positive,High School,Near
Male,24,KLS,Undergraduate,Computer Science,On-Campus,7+ times,6-7 hrs,3,4,2,2,4,3,5,3,"Gaming , Online Entertainment ",8,67,No,58,3,8.19,7th sem,0.7265,No,1.54,5,9,services,services,course,2,1,3,Mid,Wifi,4G,Computer,Moderate,Medium,Medium,Low,Yes,Low,Negative,High School,Near
Male,23,VTU,Undergraduate,Data SCience,Off-Campus,No sports,5-6 hrs,2,2,3,2,4,5,3,5,Sports and Fitness ,7,87,No,74,3,9.7,7th sem,0.8605,No,2.6,4,6,other,other,course,1,2,0,Rich,Mobile Data,4G,Mobile,Moderate,High,Medium,Medium,Yes,High,Positive,High School,Near
Male,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,5-6 hrs,4,4,5,3,4,3,3,5,Sleep,8,78,Yes,72,3,6,7th sem,0.8205,No,1.04,0,7,health,services,home,1,2,0,Mid,Mobile Data,4G,Mobile,Low,Medium,Low,Medium,Yes,Low,Positive,High School,Near
Male,25,VTU,Undergraduate,Computer Science,Off-Campus,4-6 times,4-5 hrs,1,4,2,4,3,2,3,3,Social Connections ,3,79,Yes,61,5,8.89,7th sem,0.861,No,1.35,4,7,other,other,home,1,2,0,Mid,Mobile Data,3G,Mobile,Low,Medium,Medium,Medium,Yes,Low,Positive,College,Far
Male,26,VTU,Undergraduate,Data SCience,Off-Campus,1-3 times,6-7 hrs,2,3,3,1,1,1,5,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",6,81,No,74,5,7.95,7th sem,0.6679,No,3.07,1,1,health,health,reputation,1,2,0,Mid,Mobile Data,3G,Mobile,Moderate,High,Medium,Low,Yes,Low,Positive,High School,Moderate
Female,23,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,6-7 hrs,5,3,2,5,3,3,2,3,"Religious Activities, Social Connections, Online Entertainment",1,86,No,60,4,7.33,7th sem,0.9664,No,3.29,5,1,other,other,course,3,1,1,Mid,Mobile Data,4G,Mobile,Moderate,Low,Medium,High,No,Low,Positive,High School,Far
Male,24,VTU,Undergraduate,Computer Science,On-Campus,1-3 times,7-8 hrs,4,2,5,5,4,4,5,5,"Gaming , Online Entertainment ",7,79,No,70,8,9.28,7th sem,0.5709,No,2,5,10,other,other,reputation,2,2,0,Mid,Wifi,3G,Computer,Low,Medium,Medium,Medium,Yes,Low,Neutral,College,Near
Male,24,KLS,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,3,4,2,5,3,4,3,4,Religious Activities,1,52,Yes,27,7,6.38,7th sem,0.8469,Yes,1.49,3,1,teacher,other,reputation,1,2,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,High,Low,Yes,Low,Negative,High School,Moderate
Male,23,KLS,Undergraduate,Data SCience,Off-Campus,No sports,5-6 hrs,1,4,4,4,1,4,2,4,Social Connections ,9,51,Yes,49,9,7.2,7th sem,0.9763,No,1.35,1,2,at_home,services,home,1,2,0,Poor,Mobile Data,4G,Mobile,Moderate,Medium,Medium,Low,Yes,Low,Positive,Postgraduate,Moderate
Female,23,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,4-6 hrs,1,5,4,3,5,1,1,2,"Gaming , Online Entertainment ",1,47,No,17,5,8.82,7th sem,0.9017,Yes,1.78,1,7,other,other,reputation,2,2,0,Mid,Wifi,4G,Mobile,Moderate,Medium,High,Low,Yes,Medium,Negative,High School,Near
Female,24,KLS,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,5,2,3,5,5,5,3,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",1,54,No,34,8,5.41,7th sem,0.6123,No,1.75,0,8,teacher,other,course,2,2,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,Medium,Medium,Yes,Low,Neutral,High School,Near
Male,26,KLS,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,3,2,4,2,2,4,2,3,"Gaming , Online Entertainment ",7,65,No,51,4,5.98,7th sem,0.5317,No,2.96,1,4,services,other,reputation,2,2,0,Poor,Mobile Data,3G,Mobile,Low,Low,Medium,Low,Yes,Medium,Positive,Postgraduate,Moderate
Male,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,7-8 hrs,3,3,5,4,3,4,5,2,"Gaming , Sleep ",2,51,No,27,9,5.68,7th sem,0.7847,Yes,2.97,0,4,other,other,reputation,1,2,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Low,Low,Yes,Low,Positive,High School,Far
Female,24,VTU,Undergraduate,Computer Science,Off-Campus,7+ times,5-6 hrs,5,2,5,1,3,5,2,1,"Religious Activities, Social Connections, Online Entertainment",5,82,No,67,3,9.17,7th sem,0.995,No,2.97,3,4,teacher,services,other,1,1,0,Mid,Wifi,4G,Mobile,High,Medium,Medium,Low,Yes,Low,Positive,High School,Near
Female,25,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,7+ times,7-8 hrs,3,4,2,5,3,4,3,5,"Gaming , Online Entertainment ",8,90,No,84,5,5.72,7th sem,0.8268,No,2.91,1,3,other,other,course,1,2,0,Poor,Mobile Data,3G,Mobile,Low,High,High,Medium,Yes,Low,Neutral,Postgraduate,Near
Male,24,VDIT,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,5,4,4,5,1,1,5,2,Religious Activities,8,85,Yes,81,3,7.61,7th sem,0.6964,No,1.36,1,4,teacher,other,home,1,2,0,Mid,Wifi,3G,Computer,Moderate,High,Medium,Medium,Yes,Medium,Negative,High School,Moderate
Male,24,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-6 hrs,4,5,5,2,5,1,1,5,"Gaming , Online Entertainment ",3,66,Yes,45,7,6.64,7th sem,0.7207,Yes,1.17,1,3,services,other,home,1,2,0,Mid,Mobile Data,4G,Mobile,High,Low,Medium,Low,Yes,Medium,Negative,College,Far
